cdatetime,address,district,beat,crimedescr,ucr_ncic_code
5074,5094,6,17,292,7000
5075,4610,6,17,293,7000
5076,5409,1,1,158,2305
5077,2379,6,17,293,7000
5078,561,3,9,161,2399
5078,561,3,9,2,2404
5078,4261,6,19,88,1313
5079,1275,5,14,209,5311
5080,4762,2,5,297,5400
5081,4330,5,16,144,2204
5082,4618,5,16,297,5400
5083,3191,1,1,2,2404
5084,3809,3,7,113,3699
5084,2963,6,19,88,1313
5084,3753,5,15,165,2605
5084,5358,6,17,292,7000
5085,4728,5,16,298,5400
5085,5077,5,15,292,7000
5086,4622,5,16,292,7000
5086,2490,6,17,292,7000
5087,4604,6,17,297,5400
5088,2429,3,9,145,2299
5088,1929,2,5,144,2204
5088,474,6,19,145,2299
5088,1044,3,7,172,2303
5089,1868,3,9,272,7000
5090,5358,6,17,293,7000
5091,2800,5,15,100,1315
5092,4598,6,18,292,7000
5093,1246,1,2,109,5007
4926,2454,2,4,187,2604
4926,2550,4,13,145,2299
4926,4032,5,14,144,2204
4926,3321,4,13,2,2404
4926,1438,3,8,156,2399
4926,4633,5,16,292,7000
4926,167,3,10,152,2308
4926,1439,3,8,158,2305
4927,5315,6,17,292,7000
4928,5333,3,7,293,7000
4928,1468,4,11,152,2308
4929,1781,1,2,292,7000
4930,5001,2,4,293,7000
4931,2068,1,2,252,7000
4932,3194,6,18,77,2399
4933,3406,5,15,194,2999
4933,5150,3,7,293,7000
4934,4801,3,9,298,5400
4935,4296,3,9,297,5400
4936,3077,4,11,235,7000
4937,1418,1,1,168,2304
4938,4732,2,6,272,7000
4939,1385,3,8,298,5400
4940,4916,5,16,252,7000
4941,5488,6,18,21,3572
4942,2950,2,4,156,2399
4942,4016,5,14,267,7000
4942,63,3,9,152,2308
4943,2942,6,18,292,7000
4944,2237,1,1,164,2605
4945,63,3,9,88,1313
4946,1632,4,12,112,3699
4947,4512,2,5,194,2999
4947,2729,5,15,293,7000
4948,5074,5,16,298,5400
4949,119,3,10,210,3611
4950,3088,5,16,195,2999
4950,3398,4,13,2,2404
4950,918,4,11,252,7000
4950,1545,4,12,214,5307
4950,339,4,13,250,2602
4951,2760,6,18,293,7000
4952,5358,6,17,292,7000
4953,1771,3,8,298,5400
4954,3359,4,11,297,5400
4955,106,4,11,244,7000
4956,2592,3,10,160,2303
4957,2189,3,9,248,7000
4958,4631,5,16,292,7000
4959,4101,2,5,153,2399
4959,2835,3,9,144,2204
4959,657,2,6,145,2299
4959,3960,5,14,293,7000
4960,2808,5,15,292,7000
4961,5257,6,19,1,2404
4962,1245,6,18,230,7000
4963,1400,1,1,252,7000
4964,214,3,10,152,2308
4965,1400,1,1,252,7000
4965,3689,4,13,152,2308
4966,5484,4,11,80,5404
4967,4693,2,6,207,4004
4967,2120,6,17,292,7000
4968,3641,5,16,145,2299
4969,1661,2,5,19,3599
4970,5329,5,15,297,5400
4971,5265,4,13,66,5401
4972,5276,1,2,298,5400
4973,5183,1,3,292,7000
4974,542,4,13,194,2999
4975,4737,2,6,40,5012
4975,5153,3,7,192,2999
4975,5068,5,15,293,7000
4975,4474,2,5,1,2404
4976,1226,6,18,150,2506
4977,722,2,5,184,7000
4977,170,3,10,216,2399
4978,4702,2,5,80,5404
4979,432,3,7,274,7000
4980,4145,4,13,2,2404
4980,3548,4,13,2,2404
4980,786,3,9,152,2308
4980,1858,3,7,268,7000
4981,1324,2,5,40,5012
4982,3991,5,15,288,7000
4982,4702,2,5,293,7000
4983,2304,1,1,216,2399
4984,4940,2,6,207,4004
4984,5122,5,14,297,5400
4985,1574,4,11,59,5005
4986,129,4,11,267,7000
4986,5045,6,18,272,7000
4987,108,3,7,298,5400
4988,5060,2,4,19,3599
4989,1599,4,11,297,5400
4990,1383,4,14,272,7000
4991,1786,1,2,88,1313
4992,3480,4,13,2,2404
4992,1368,5,14,267,7000
4992,228,3,10,67,5401
4993,1685,4,11,7,3582
4994,3787,3,10,208,5311
4995,3377,1,1,21,3572
4996,1437,3,8,175,2404
4997,2119,6,17,207,4004
4998,3585,4,12,21,3572
4999,5092,6,17,149,2506
5000,491,1,3,2,2404
5000,3974,4,13,156,2399
5001,3005,2,5,249,7000
5002,2054,6,17,207,4004
5003,77,4,13,151,2501
5003,4736,2,6,272,7000
5003,3278,2,5,2,2404
5003,4889,6,0,292,7000
5004,196,6,18,292,7000
5005,4642,3,9,297,5400
5006,3197,3,9,151,2501
5007,179,1,3,2,2404
5008,3685,6,19,228,7000
5009,2311,6,17,207,4004
5010,789,2,6,88,1313
5011,4049,3,9,161,2399
5011,3031,1,3,192,2999
5011,5314,1,2,193,2999
5011,3257,3,9,194,2999
5011,3913,5,15,194,2999
5012,2566,1,3,173,2303
5013,603,2,6,143,2203
5019,2685,2,4,2,2404
5019,2566,1,3,145,2299
5019,3280,4,13,194,2999
5019,5461,1,2,161,2399
5019,2100,1,2,194,2999
5020,5093,6,17,292,7000
5021,4708,2,6,30,7399
5022,5476,4,12,78,5499
5023,4610,6,17,298,5400
5024,641,2,5,227,7000
5025,3157,6,18,249,7000
5026,3667,5,16,266,7000
5026,3466,3,8,144,2204
5027,1899,2,5,100,1315
5028,2237,1,1,145,2299
5028,3174,1,1,145,2299
5029,3439,4,12,1,2404
5030,412,1,2,2,2404
5031,5061,2,4,293,7000
5032,1865,2,5,116,7000
5033,215,3,7,218,7000
5034,3941,4,13,145,2299
5034,2537,6,18,145,2299
5035,5271,2,5,293,7000
5036,197,6,18,270,7000
5037,940,1,2,2,2404
5038,984,2,6,103,5213
5039,5362,5,16,67,5401
5040,4286,5,16,2,2404
5040,3126,6,18,145,2299
5040,641,2,5,293,7000
5041,5063,5,15,185,2604
5042,4445,2,5,1,2404
5043,3597,3,9,69,1299
5044,4399,1,2,184,7000
5045,4062,5,15,2,2404
5045,2462,2,4,153,2399
5046,1004,6,17,19,3599
5047,2079,2,5,2,2404
5048,3601,3,10,235,7000
5048,5455,6,17,292,7000
125,1347,3,8,145,2299
125,1427,3,8,144,2204
125,5040,6,18,292,7000
125,500,3,7,145,2299
125,3172,4,12,188,2699
125,1810,1,1,187,2604
125,787,2,6,143,2203
126,3716,5,14,9,3532
126,707,3,10,145,2299
126,1992,1,3,145,2299
126,3135,6,18,145,2299
126,3270,5,16,194,2999
127,243,3,7,184,7000
128,5066,5,15,67,5401
129,5094,6,17,19,3599
130,2829,1,1,145,2299
131,4933,3,9,19,3599
132,290,3,7,100,1315
224,2233,2,4,267,7000
224,83,2,5,192,2999
224,270,3,7,193,2999
225,5442,1,3,293,7000
226,4238,6,19,1,2404
259,4416,3,9,143,2203
260,2347,6,17,101,1315
261,3971,1,1,103,5213
262,222,4,13,2,2404
263,1751,1,2,1,2404
264,3529,6,18,100,1315
265,3529,6,18,82,5404
266,3280,4,13,184,7000
267,1042,5,14,227,7000
268,609,2,6,192,2999
269,1317,2,5,2,2404
270,1010,3,8,292,7000
271,4361,3,9,144,2204
272,4402,2,6,2,2404
272,174,3,9,144,2204
273,1381,4,12,292,7000
274,3280,4,13,234,7000
275,550,2,5,292,7000
275,1582,2,5,6,3532
276,4229,3,8,144,2204
277,5213,2,5,293,7000
277,1386,5,14,298,5400
278,3851,1,3,72,1210
278,3645,4,13,155,2309
278,3229,1,1,187,2604
279,5097,2,5,293,7000
280,4914,2,4,292,7000
281,2567,1,1,199,5707
282,1344,3,8,227,7000
283,4509,2,5,292,7000
284,4159,3,10,303,7000
284,1815,1,1,164,2605
285,5489,4,12,292,7000
286,4699,2,5,292,7000
287,4749,6,19,297,5400
288,565,1,1,161,2399
288,3653,4,13,144,2204
289,1523,5,14,293,7000
290,2826,2,6,267,7000
290,554,3,9,235,7000
133,1906,1,3,2,2404
133,1786,1,2,145,2299
133,2224,6,18,144,2204
134,651,2,5,292,7000
135,2119,6,17,152,2308
136,4930,3,9,293,7000
137,3713,6,19,252,7000
138,5073,5,15,264,7000
138,5366,6,18,297,5400
138,836,2,4,289,7000
139,4904,1,2,293,7000
140,3920,6,19,88,1313
140,5446,6,19,298,5400
141,4877,6,18,297,5400
142,2316,1,1,252,7000
142,22,3,10,172,2303
143,1465,2,5,1,2404
144,4509,2,5,292,7000
145,4375,3,9,145,2299
145,3484,4,13,114,3699
146,4239,6,19,287,7000
147,545,2,5,292,7000
148,676,3,7,293,7000
149,5105,2,4,292,7000
150,5464,2,5,1,2404
151,3183,5,16,144,2204
152,4942,4,12,297,5400
153,2194,5,15,178,2803
154,4176,5,16,267,7000
155,1933,6,17,88,1313
156,1805,2,5,293,7000
157,424,2,5,275,7000
158,5334,3,7,6,3532
159,2521,1,3,129,3599
160,61,2,5,293,7000
161,4693,2,6,19,3599
161,2068,1,2,252,7000
161,4775,3,9,297,5400
161,4160,3,10,88,1313
162,3713,6,19,130,5311
163,5247,3,7,293,7000
164,1178,5,14,252,7000
165,5205,2,5,292,7000
166,3855,2,5,1,2404
166,1028,3,8,248,7000
167,3296,4,13,232,7000
168,1585,2,5,1,2404
169,1368,5,14,100,1315
169,4285,3,9,69,1299
169,3681,4,13,252,7000
169,3142,3,10,258,7000
169,3681,4,13,252,7000
170,4296,3,9,216,2399
170,5331,5,15,252,7000
171,2762,4,11,80,5404
172,2233,2,4,267,7000
173,4273,3,9,248,7000
173,2732,5,15,61,2310
173,404,3,8,170,2307
174,2485,5,15,163,2605
175,473,6,17,24,3571
176,3747,4,11,13,3562
177,2698,2,4,266,7000
178,927,3,8,298,5400
179,4674,2,5,1,2404
180,2498,3,10,303,7000
181,851,2,6,2,2404
182,2249,6,17,88,1313
182,3140,6,18,252,7000
182,3794,4,12,172,2303
183,2233,2,4,267,7000
184,376,3,7,297,5400
185,1238,2,6,293,7000
186,5133,2,4,293,7000
187,3703,5,16,144,2204
187,4920,4,13,155,2309
187,2028,5,14,145,2299
188,5103,2,5,293,7000
189,5076,5,15,12,3562
190,437,2,4,248,7000
190,4089,5,16,2,2404
190,3828,5,16,176,2399
191,4736,2,6,292,7000
192,4478,2,5,293,7000
193,686,2,6,143,2203
194,5191,2,4,292,7000
195,5167,2,5,36,5202
196,5367,6,18,297,5400
197,1170,2,6,2,2404
197,1870,1,1,143,2203
197,5281,3,7,297,5400
197,2825,4,13,155,2309
197,2932,5,15,145,2299
198,4526,1,1,297,5400
199,775,3,7,149,2506
199,2911,6,18,151,2501
199,1981,2,5,272,7000
199,4769,6,0,145,2299
199,2566,1,3,156,2399
199,5459,3,9,272,7000
200,686,2,6,160,2303
201,467,6,18,66,5401
202,732,2,5,285,7000
203,823,2,6,156,2399
204,5068,5,15,292,7000
205,2795,1,1,216,2399
206,913,5,14,144,2204
206,5192,2,5,155,2309
206,718,3,10,145,2299
207,1888,5,14,69,1299
208,3807,4,13,144,2204
208,1890,1,1,143,2203
209,3261,6,18,94,1315
209,5366,6,18,40,5012
209,844,2,6,2,2404
209,24,4,11,144,2204
210,2077,1,3,143,2203
211,5090,6,17,267,7000
212,2594,6,18,2,2404
212,1992,1,3,2,2404
212,2957,6,18,143,2203
212,1520,3,8,255,7000
212,765,3,10,145,2299
212,1506,4,12,293,7000
213,3503,5,16,100,1315
214,5307,6,17,207,4004
215,1506,4,12,1,2404
216,3079,6,18,116,7000
217,2824,2,5,293,7000
218,2615,2,4,71,1299
219,4589,6,17,207,4004
220,2566,1,3,160,2303
221,2645,2,4,161,2399
222,2723,4,11,289,7000
223,2831,6,17,184,7000
227,18,3,9,2,2404
228,478,3,7,6,3532
229,402,1,2,151,2501
230,3068,4,12,248,7000
230,1108,3,8,194,2999
231,403,1,2,161,2399
231,1582,2,5,19,3599
232,2263,2,4,116,7000
233,2054,6,17,207,4004
234,5074,5,16,142,5299
234,3985,6,19,293,7000
235,5117,5,15,76,1212
236,3533,4,13,2,2404
236,1818,5,14,2,2404
236,1581,1,2,276,7000
236,3509,4,13,145,2299
237,3634,6,19,67,5401
238,1043,3,8,143,2203
239,5121,5,14,292,7000
240,3168,6,19,2,2404
241,1847,6,17,207,4004
242,0,6,18,2,2404
242,1765,2,5,2,2404
242,862,2,6,143,2203
242,4234,6,19,161,2399
243,2135,1,2,2,2404
244,4482,6,17,207,4004
245,1613,1,2,101,1315
246,1845,6,18,12,3562
247,293,3,10,298,5400
248,3446,3,8,144,2204
249,2080,1,3,267,7000
250,3526,6,19,71,1299
250,3946,5,14,2,2404
250,2627,6,18,287,7000
250,3921,5,16,161,2399
251,5380,4,11,292,7000
252,2574,2,4,88,1313
253,4866,5,14,293,7000
254,1625,6,17,293,7000
255,3577,5,16,293,7000
255,3577,5,16,293,7000
256,4569,2,6,6,3532
257,5133,2,4,1,2404
258,736,4,12,144,2204
258,46,4,11,145,2299
291,4194,4,13,145,2299
291,1697,3,8,289,7000
292,1192,4,12,194,2999
292,4194,4,13,194,2999
292,3266,2,6,194,2999
292,1128,1,3,249,7000
292,957,1,1,171,2308
292,18,3,9,187,2604
293,4572,2,5,21,3572
294,5120,5,14,184,7000
295,4612,5,15,297,5400
296,5253,2,4,184,7000
296,1010,3,8,292,7000
297,1383,4,14,276,7000
419,4110,3,9,88,1313
420,1518,2,5,227,7000
421,368,4,12,71,1299
422,4504,2,5,21,3572
423,2566,1,3,145,2299
424,1238,2,6,1,2404
425,2515,3,9,266,7000
463,57,2,4,2,2404
463,4906,4,13,145,2299
464,2311,6,17,6,3532
465,2516,5,15,293,7000
466,2908,6,18,145,2299
467,5286,2,6,147,2206
468,691,3,8,144,2204
469,5437,1,3,292,7000
470,2921,3,7,161,2399
471,382,3,7,269,7000
471,4797,4,13,298,5400
472,1423,4,12,286,7000
473,4345,3,9,145,2299
474,58,2,5,144,2204
474,2414,2,4,161,2399
475,4724,1,2,297,5400
476,11,2,4,2,2404
477,4346,3,9,145,2299
478,493,6,19,270,7000
479,239,2,5,144,2204
479,18,3,9,144,2204
480,5435,1,1,145,2299
481,4720,2,4,298,5400
482,3892,4,13,144,2204
483,602,2,6,117,5011
483,4524,1,1,293,7000
484,616,1,2,289,7000
484,1513,1,2,267,7000
484,814,2,6,143,2203
484,392,3,7,187,2604
485,3460,2,4,267,7000
486,1178,5,14,195,2999
487,5283,2,4,1,2404
488,2200,5,15,2,2404
488,2875,2,4,248,7000
489,4160,3,10,303,7000
489,3663,6,19,144,2204
490,1885,3,9,19,3599
491,4465,3,7,292,7000
492,820,5,14,267,7000
492,4085,5,14,144,2204
492,2013,6,17,144,2204
493,3956,5,14,144,2204
493,3502,3,9,257,7000
493,1495,2,5,160,2303
494,329,3,7,198,5707
495,4733,2,6,248,7000
496,4968,3,10,292,7000
497,4477,3,7,293,7000
298,143,3,7,287,7000
298,390,2,4,267,7000
299,4792,4,14,272,7000
300,4477,3,7,293,7000
301,2920,3,10,292,7000
302,2048,1,2,71,1299
303,3651,6,19,293,7000
304,3255,4,12,145,2299
304,835,5,16,145,2299
305,956,4,11,151,2501
306,5172,1,3,100,1315
307,3601,3,10,293,7000
308,1380,4,12,292,7000
309,4362,3,9,88,1313
309,3409,2,4,144,2204
309,3567,5,16,152,2308
310,4171,3,9,143,2203
311,4597,6,18,292,7000
312,3053,6,18,287,7000
313,329,3,7,285,7000
314,1907,4,11,14,3562
314,594,3,7,156,2399
314,3520,3,10,293,7000
315,2228,6,17,116,7000
316,690,3,8,1,2404
317,2477,2,4,184,7000
318,583,3,7,292,7000
319,3259,6,18,293,7000
320,4152,5,15,2,2404
320,1775,3,8,2,2404
320,1636,1,1,2,2404
320,8,4,13,161,2399
320,604,4,11,252,7000
320,3392,4,13,150,2506
321,2466,6,17,293,7000
321,1397,6,17,293,7000
322,160,4,13,235,7000
323,4421,3,10,156,2399
324,1480,2,5,299,7000
325,5383,4,11,78,5499
326,669,3,7,292,7000
327,4871,3,7,12,3562
328,3471,6,18,14,3562
329,645,2,6,266,7000
330,4038,2,5,113,3699
330,1004,6,17,152,2308
330,4041,5,14,144,2204
330,2731,4,11,194,2999
331,1284,5,14,215,999
332,380,3,10,292,7000
333,4074,3,9,192,2999
334,27,3,10,156,2399
335,4208,5,16,293,7000
336,3136,6,19,293,7000
337,3389,3,10,160,2303
338,468,6,18,292,7000
339,2256,4,11,291,7000
339,4640,3,10,248,7000
339,5043,6,19,292,7000
340,2903,6,19,293,7000
341,289,3,7,10,3532
341,3127,6,19,293,7000
342,2190,6,17,145,2299
342,383,4,13,272,7000
342,2169,2,5,292,7000
343,2475,6,17,12,3562
344,3109,6,18,10,3532
345,4479,6,19,293,7000
346,1565,2,6,113,3699
346,3681,4,13,99,1313
346,3037,6,19,266,7000
347,4479,6,19,293,7000
348,4479,6,19,293,7000
349,93,5,15,271,7000
350,1098,6,19,293,7000
351,3681,4,13,132,5399
352,4645,2,5,297,5400
353,1060,2,4,161,2399
354,1787,5,14,2,2404
354,456,5,14,143,2203
354,3142,3,10,145,2299
355,5043,6,19,292,7000
356,1005,6,19,292,7000
357,3073,6,19,293,7000
358,3027,6,19,293,7000
359,2986,6,19,293,7000
360,2954,6,19,293,7000
361,2725,4,11,172,2303
362,3777,4,13,12,3562
363,3118,6,19,293,7000
364,3713,6,19,293,7000
364,2905,6,19,293,7000
365,825,2,6,160,2303
366,1400,1,1,291,7000
366,1328,4,11,228,7000
366,3761,4,12,1,2404
367,3047,6,19,293,7000
368,5369,5,16,211,4099
368,2890,6,19,293,7000
369,3068,4,12,269,7000
370,4844,5,15,69,1299
370,3048,6,19,293,7000
371,3822,4,13,2,2404
371,1724,6,17,267,7000
371,280,4,13,2,2404
371,2897,6,19,293,7000
372,1481,6,17,252,7000
373,2870,6,19,293,7000
374,1869,4,12,252,7000
375,3425,4,12,33,5212
376,2842,6,19,293,7000
377,3858,4,13,2,2404
377,1952,2,5,300,7000
378,4997,3,19,66,5401
379,2883,6,19,293,7000
380,1364,2,6,19,3599
380,2883,6,19,293,7000
381,2893,6,19,293,7000
382,3113,6,19,293,7000
383,1323,2,6,2,2404
383,5363,6,17,207,4004
383,31,4,13,152,2308
383,3113,6,19,293,7000
384,2896,6,19,293,7000
385,3136,6,19,293,7000
386,5006,3,10,266,7000
386,377,3,7,10,3532
387,3746,4,13,144,2204
387,3465,4,13,145,2299
387,1782,2,6,1,2404
388,1101,6,19,293,7000
389,2883,6,19,293,7000
390,1763,1,2,2,2404
390,3488,4,13,2,2404
390,3789,4,13,144,2204
390,4141,4,13,145,2299
391,3144,6,19,293,7000
392,2306,4,11,194,2999
393,2969,6,19,293,7000
394,5055,2,4,293,7000
395,4665,2,4,293,7000
396,3395,4,13,2,2404
396,1365,2,6,9,3532
396,3094,6,18,2,2404
397,5187,2,4,292,7000
398,2233,2,4,267,7000
399,4683,5,15,297,5400
400,3766,4,13,2,2404
401,1665,4,12,267,7000
401,3424,4,13,145,2299
401,3320,6,18,143,2203
401,4291,5,16,194,2999
402,3886,4,13,2,2404
403,2181,6,17,129,3599
403,3926,5,14,228,7000
404,5231,1,3,2,2404
404,1875,3,9,161,2399
404,813,1,1,194,2999
404,3868,5,14,158,2305
405,1580,2,5,194,2999
406,3389,3,10,181,2799
407,5221,2,4,31,5212
408,5369,5,16,211,4099
409,340,2,4,280,7000
410,5362,5,16,207,4004
411,8,4,13,32,5212
412,5369,5,16,211,4099
413,675,3,7,145,2299
414,4702,2,5,294,7000
415,770,2,5,194,2999
415,4394,3,10,12,3562
415,2331,1,1,144,2204
415,3468,4,13,1,2404
415,256,3,10,172,2303
416,1420,4,12,235,7000
417,1695,3,8,189,2399
418,507,1,2,2,2404
426,3105,6,18,2,2404
426,1509,5,14,2,2404
426,1788,1,1,2,2404
426,4213,5,15,2,2404
426,2549,2,4,145,2299
426,1706,6,17,161,2399
427,3354,6,17,32,5212
428,603,2,6,143,2203
429,4532,2,0,208,5311
430,3773,1,3,267,7000
431,4304,2,5,219,7399
432,5171,2,4,140,2099
433,3108,4,12,1,2404
434,2768,5,15,185,2604
435,1008,4,11,297,5400
436,3472,6,19,270,7000
437,3519,2,5,293,7000
438,813,1,1,109,5007
439,4320,6,19,2,2404
439,3284,6,19,2,2404
439,3671,6,19,152,2308
439,4692,2,6,275,7000
439,686,2,6,187,2604
440,1828,4,13,144,2204
440,5371,6,0,207,4004
441,1670,2,5,2,2404
442,4409,2,6,21,3572
443,556,5,14,110,1099
444,1674,2,5,267,7000
444,2638,6,17,207,4004
444,3485,6,18,2,2404
445,3084,6,18,143,2203
446,3631,3,9,67,5401
447,5393,2,4,80,5404
447,3276,5,16,2,2404
447,2395,1,1,2,2404
447,4619,5,0,161,2399
447,324,1,1,236,7000
448,4644,3,9,80,5404
449,5393,2,4,1,2404
450,5390,6,18,294,7000
450,5369,5,16,207,4004
451,3603,6,19,1,2404
452,2233,2,4,267,7000
452,2233,2,4,267,7000
453,842,2,6,21,3572
453,4244,3,9,2,2404
453,3704,5,16,145,2299
453,2632,4,11,272,7000
453,206,1,1,145,2299
453,3314,6,18,272,7000
454,5427,5,16,53,5499
455,3008,4,11,172,2303
456,3006,2,5,2,2404
457,4567,2,5,21,3572
457,2971,5,16,169,2305
457,1759,1,3,145,2299
457,1315,3,8,145,2299
458,314,2,4,21,3572
459,3236,4,13,235,7000
459,5369,5,16,207,4004
460,806,4,11,69,1299
461,422,3,7,155,2309
462,5127,5,15,297,5400
498,3712,4,13,2,2404
498,4864,4,12,100,1315
498,1995,1,2,145,2299
498,708,1,2,187,2604
499,3244,6,19,194,2999
499,630,3,7,145,2299
499,2993,6,18,161,2399
499,2287,2,4,272,7000
499,1537,6,17,232,7000
499,3323,6,19,61,2310
499,3306,6,18,171,2308
499,2044,1,1,165,2605
499,4793,5,15,149,2506
499,272,3,9,185,2604
500,5183,1,3,264,7000
501,4571,2,5,292,7000
502,2240,1,1,2,2404
502,617,1,2,2,2404
503,3630,3,9,292,7000
504,5116,5,15,12,3562
604,2019,6,17,2,2404
604,3621,6,19,88,1313
605,566,1,2,155,2309
606,2059,6,17,26,3570
607,4469,3,10,230,7000
635,264,4,13,145,2299
636,4956,3,9,82,5404
637,3666,3,9,145,2299
638,300,3,7,2,2404
639,3095,3,9,145,2299
640,5042,2,5,178,2803
641,1733,1,2,145,2299
642,4199,1,3,2,2404
643,3050,3,9,145,2299
644,3451,3,7,143,2203
645,2548,5,15,272,7000
646,911,2,4,235,7000
646,2788,6,19,2,2404
646,3819,4,13,143,2203
647,4310,5,16,2,2404
647,4321,3,9,144,2204
648,183,2,5,2,2404
648,620,2,5,235,7000
649,1595,4,12,292,7000
650,2878,5,15,144,2204
651,2444,2,4,266,7000
652,471,4,12,292,7000
653,4834,4,12,292,7000
654,920,3,10,268,7000
655,2873,4,12,270,7000
656,4814,4,12,293,7000
657,471,4,12,292,7000
658,2722,6,17,291,7000
658,1865,2,5,2,2404
658,4401,3,9,144,2204
658,1332,2,6,291,7000
658,3589,2,4,273,7000
659,4956,3,9,272,7000
660,3686,6,19,279,7000
661,4832,4,11,292,7000
662,3104,1,1,76,1212
663,3534,5,16,192,2999
664,3177,3,10,2,2404
665,4965,4,11,292,7000
666,317,3,10,157,2307
666,409,3,10,157,2307
666,237,3,10,157,2307
666,5200,2,5,292,7000
667,2139,6,17,121,4808
668,2895,1,1,2,2404
669,2495,6,17,298,5400
670,4824,4,12,292,7000
671,4497,1,3,67,5401
672,4484,3,9,272,7000
673,4834,4,12,292,7000
674,1491,4,13,144,2204
675,2248,6,17,297,5400
676,5021,2,5,67,5401
677,3360,3,10,298,5400
678,4814,4,12,292,7000
505,2780,1,1,145,2299
506,1908,3,9,1,2404
507,4819,4,12,293,7000
508,3857,6,19,293,7000
509,4816,4,12,293,7000
510,2643,6,17,76,1212
510,4613,5,15,298,5400
510,1368,5,14,272,7000
510,2265,2,4,145,2299
511,5152,1,1,293,7000
512,2233,2,4,267,7000
513,4845,4,12,292,7000
514,4820,4,12,292,7000
515,3931,4,13,144,2204
516,4128,5,15,268,7000
516,2644,2,4,172,2303
517,4825,4,12,292,7000
518,3055,5,15,2,2404
518,1066,2,6,144,2204
518,613,3,7,293,7000
518,1057,3,8,293,7000
519,4824,4,12,292,7000
520,4823,4,12,292,7000
521,3205,5,16,150,2506
522,4443,4,13,149,2506
523,3121,4,12,293,7000
524,3199,6,18,95,1315
524,2929,5,16,232,7000
524,531,3,8,271,7000
524,604,4,11,252,7000
524,2044,1,1,165,2605
524,3075,3,9,194,2999
524,2515,3,9,125,2399
525,3033,4,12,292,7000
526,4721,1,1,293,7000
527,4561,4,11,32,5212
528,3046,6,18,144,2204
528,4822,4,12,292,7000
529,3067,3,9,99,1313
530,1294,6,18,149,2506
531,1100,4,12,293,7000
532,3022,4,12,292,7000
533,958,2,6,1,2404
534,5301,6,17,12,3562
534,1416,3,8,156,2399
535,5358,6,17,6,3532
536,471,4,12,292,7000
537,4845,4,12,292,7000
538,1595,4,12,292,7000
539,4563,1,3,270,7000
540,3725,6,19,144,2204
540,1103,4,11,88,1313
541,1090,1,2,76,1212
541,77,4,13,216,2399
541,4962,6,17,296,5499
542,2523,6,17,293,7000
543,3713,6,19,14,3562
544,5295,3,9,272,7000
545,2855,6,18,270,7000
546,2194,5,15,95,1315
546,3681,4,13,95,1315
546,2781,2,4,2,2404
546,5284,2,4,2,2404
547,4386,6,17,10,3532
548,2332,4,12,216,2399
549,3349,6,18,271,7000
550,2519,3,10,145,2299
551,2534,3,7,19,3599
552,4822,4,12,292,7000
553,3180,4,12,292,7000
554,935,1,3,2,2404
554,3891,6,19,144,2204
555,2646,3,9,144,2204
556,1594,4,12,293,7000
557,5136,4,11,185,2604
558,5377,3,7,298,5400
559,397,2,6,270,7000
559,1594,4,12,293,7000
560,1988,4,11,94,1315
561,1867,3,9,227,7000
561,2589,6,17,93,1315
562,1310,4,12,293,7000
563,5107,2,5,287,7000
564,4826,4,12,292,7000
565,697,3,8,57,4803
566,12,1,2,2,2404
566,2565,1,1,235,7000
566,2194,5,15,156,2399
566,1219,4,13,195,2999
566,1178,5,14,155,2309
566,3614,5,16,103,5213
567,4843,4,11,292,7000
568,1165,5,14,293,7000
569,1811,1,2,88,1313
570,1938,6,17,69,1299
571,3280,4,13,185,2604
572,3162,5,16,144,2204
573,1646,5,14,2,2404
574,1310,4,12,293,7000
575,1310,4,12,293,7000
576,4824,4,12,292,7000
577,5433,5,16,293,7000
578,1628,4,12,1,2404
579,4457,1,1,293,7000
580,657,2,6,94,1315
580,1471,1,2,2,2404
580,605,2,6,160,2303
580,1188,1,1,149,2506
580,1124,3,8,195,2999
580,4140,5,16,145,2299
581,37,3,10,230,7000
581,4431,3,10,58,4902
582,3580,4,12,303,7000
583,1486,3,8,131,5399
584,2619,2,4,156,2399
585,2443,6,17,24,3571
586,4820,4,12,292,7000
587,3744,3,9,2,2404
587,526,1,2,2,2404
587,5195,2,5,2,2404
588,746,3,8,26,3570
589,467,6,18,297,5400
590,5220,5,15,294,7000
591,1356,4,12,41,5212
592,3461,5,16,2,2404
592,838,6,19,2,2404
592,3470,3,9,143,2203
592,1041,3,9,143,2203
592,3549,5,16,265,7000
593,3525,5,16,69,1299
593,4691,2,6,32,5212
594,1629,4,12,292,7000
595,703,3,8,194,2999
596,2137,1,1,2,2404
596,3470,3,9,2,2404
596,755,3,7,145,2299
597,4139,5,14,2,2404
597,63,3,9,216,2399
597,1379,4,12,151,2501
597,2782,4,12,171,2308
597,629,3,7,156,2399
597,755,3,7,145,2299
598,4376,3,9,161,2399
599,3723,6,19,266,7000
600,47,3,7,161,2399
601,3361,3,10,235,7000
602,4950,4,12,116,7000
603,4748,6,19,16,3560
608,1179,2,6,145,2299
608,3769,6,19,192,2999
608,830,3,10,145,2299
609,4810,5,15,292,7000
610,18,3,9,12,3562
611,126,3,8,6,3532
612,4030,6,19,100,1315
613,3662,3,9,19,3599
614,1923,6,17,88,1313
615,1742,4,12,267,7000
615,3376,1,3,2,2404
615,2735,4,11,2,2404
615,1994,1,2,2,2404
