cdatetime,address,district,beat,crimedescr,ucr_ncic_code
3440,4335,3,9,2,2404
3440,2480,5,15,213,5309
3441,3369,3,7,298,5400
3442,3092,1,1,143,2203
3443,139,4,13,2,2404
3444,1508,2,5,298,5400
3445,3558,6,18,67,5401
3446,1383,4,14,155,2309
3447,5415,1,2,69,1299
3448,2976,3,9,248,7000
3449,2113,3,9,2,2404
3450,1349,4,12,161,2399
3451,2636,2,4,172,2303
3452,4881,6,0,292,7000
3453,3068,4,12,248,7000
3454,4124,5,15,259,7000
3455,4936,2,4,293,7000
3456,2042,3,9,165,2605
3456,575,1,2,145,2299
3457,5242,3,8,297,5400
3458,3068,4,12,264,7000
3459,1674,2,5,267,7000
3460,3734,5,15,1,2404
3461,26,2,5,1,2404
3462,456,5,14,2,2404
3462,2229,2,5,248,7000
3462,2877,2,4,235,7000
3462,2067,1,1,161,2399
3462,4058,5,15,2,2404
3463,5114,6,0,293,7000
3464,4495,2,5,266,7000
3315,657,2,6,266,7000
3315,1826,5,14,69,1299
3315,2347,6,17,267,7000
3315,13,1,2,264,7000
3315,1563,6,17,293,7000
3316,5374,6,18,268,7000
3317,3152,4,12,152,2308
3317,605,2,6,156,2399
3317,1324,2,5,159,2302
3317,4951,4,12,293,7000
3318,2043,2,5,266,7000
3319,5444,1,2,272,7000
3320,2319,4,12,247,7000
3321,170,3,10,160,2303
3321,4582,4,11,264,7000
3321,3863,2,5,203,2999
3322,4049,3,9,267,7000
3323,662,6,17,49,5599
3323,5408,1,1,300,7000
3324,185,1,3,2,2404
3324,1854,1,1,248,7000
3324,4072,5,15,2,2404
3324,1949,2,5,144,2204
3324,1821,6,17,144,2204
3324,5183,1,3,161,2399
3324,1669,4,12,143,2203
3324,1359,4,12,161,2399
3324,4890,6,18,264,7000
3325,1117,3,9,235,7000
3326,1296,1,3,298,5400
3327,5442,1,3,67,5401
3328,1883,6,19,195,2999
3329,1630,3,8,184,7000
3330,1409,4,11,216,2399
3331,487,6,19,267,7000
3332,660,2,6,160,2303
3333,2214,2,5,299,7000
3333,1985,2,5,292,7000
3334,9,5,15,1,2404
3335,4029,2,5,144,2204
3336,3230,5,15,243,7000
3337,2475,6,17,72,1210
3338,301,3,7,292,7000
3339,2693,1,1,2,2404
3339,3393,3,9,267,7000
3339,1020,2,4,277,7000
3340,686,2,6,160,2303
3341,4909,2,4,111,5499
3341,5157,2,4,298,5400
3342,1608,6,17,19,3599
3343,727,2,6,267,7000
3344,3068,4,12,270,7000
3345,487,6,19,267,7000
3346,4242,3,10,208,5311
3347,3685,6,19,161,2399
3347,2379,6,17,27,3599
3347,255,1,3,291,7000
3348,660,2,6,160,2303
3349,3916,4,13,214,5307
3350,1271,4,12,274,7000
3351,1313,3,8,66,5401
3352,3538,4,12,293,7000
3353,4679,5,16,293,7000
3354,5070,5,16,297,5400
3355,2904,4,11,272,7000
3356,842,2,6,235,7000
3357,1653,2,6,88,1313
3358,275,1,3,270,7000
3359,4468,3,10,266,7000
3360,4608,6,17,292,7000
3361,2869,4,13,144,2204
3361,2550,4,13,143,2203
3361,4872,3,7,145,2299
3361,3893,5,14,144,2204
3362,5100,2,4,94,1315
3363,4544,5,16,12,3562
3364,939,4,13,94,1315
3365,1295,2,6,2,2404
3366,2266,1,3,160,2303
3367,5367,6,18,228,7000
3368,4520,2,6,298,5400
3369,3416,5,16,277,7000
3370,657,2,6,160,2303
3370,4707,5,14,185,2604
3371,2233,2,4,267,7000
3371,4799,4,14,237,7000
3371,2939,5,15,264,7000
3371,4129,3,9,145,2299
3372,3793,3,10,108,4104
3373,4155,6,19,67,5401
3374,4181,1,3,292,7000
3375,1409,4,11,160,2303
3376,4795,5,15,298,5400
3377,660,2,6,216,2399
3378,4272,3,10,88,1313
3379,1541,2,5,21,3572
3379,1774,3,8,278,7000
3379,1029,1,1,145,2299
3380,487,6,19,267,7000
3380,1191,1,1,267,7000
3380,2675,2,4,2,2404
3380,1472,1,2,2,2404
3380,1911,2,4,2,2404
3381,3280,4,13,270,7000
3382,4922,4,13,80,5404
3383,4999,6,0,292,7000
3384,4751,6,19,297,5400
3385,4750,6,19,66,5401
3386,4845,4,12,292,7000
3387,3845,5,14,100,1315
3394,2614,4,11,143,2203
3394,3235,6,18,2,2404
3394,4181,1,3,2,2404
3394,3838,5,14,145,2299
3394,5414,1,2,272,7000
3394,4845,4,12,292,7000
3395,153,3,10,266,7000
3396,2233,2,4,267,7000
3396,4648,5,14,292,7000
3397,4851,5,15,21,3572
3398,2862,6,18,67,5401
3399,2379,6,17,101,1315
3400,5314,1,2,303,7000
3401,202,3,7,230,7000
3401,2859,6,0,272,7000
3402,4383,1,3,2,2404
3402,4059,5,16,105,5213
3402,2354,2,4,152,2308
3403,422,3,7,230,7000
3404,4836,5,15,292,7000
3405,4864,4,12,298,5400
3406,1542,4,11,144,2204
3407,4522,1,1,298,5400
3408,661,2,6,80,5404
3409,2382,6,17,218,7000
3410,19,3,9,2,2404
3410,4970,3,10,145,2299
3410,2260,6,17,255,7000
3410,4963,5,16,293,7000
3411,5429,5,16,266,7000
3412,4706,2,4,293,7000
3413,331,2,4,89,1313
3414,5426,5,16,297,5400
3415,2233,2,4,267,7000
3415,2233,2,4,267,7000
3415,4482,6,17,69,1299
3416,4676,5,14,80,5404
3417,5015,3,9,297,5400
3418,3159,6,19,272,7000
3419,5314,1,2,88,1313
3419,1421,3,8,145,2299
3419,311,2,4,153,2399
3419,658,2,6,145,2299
3419,4289,3,9,145,2299
3420,5074,5,16,292,7000
3421,1143,5,14,2,2404
3422,2233,2,4,194,2999
3423,5369,5,16,40,5012
3423,2956,6,18,195,2999
3424,4979,3,10,145,2299
3425,4538,1,3,67,5401
3426,1678,1,3,19,3599
3427,285,6,17,287,7000
3465,3557,5,16,2,2404
3465,3156,5,16,2,2404
3465,1998,6,17,248,7000
3465,2232,1,2,145,2299
3465,4093,5,16,156,2399
3465,3303,1,1,194,2999
3465,1305,1,1,187,2604
3466,3759,1,3,194,2999
3467,593,3,7,230,7000
3468,4035,5,16,94,1315
3469,273,1,3,105,5213
3470,503,3,10,226,7000
3471,1868,3,9,72,1210
3472,4927,3,7,80,5404
3538,552,3,9,255,7000
3538,2472,5,15,261,7000
3538,1576,1,2,145,2299
3538,810,3,7,145,2299
3539,1195,2,4,80,5404
3540,5001,2,4,228,7000
3541,1696,3,8,172,2303
3542,1647,3,8,93,1315
3543,2006,4,11,143,2203
3544,2235,6,17,2,2404
3570,326,2,6,93,1315
3571,5000,4,12,80,5404
3572,384,6,19,101,1315
3573,2716,6,18,88,1313
3574,2596,3,7,235,7000
3575,2123,3,9,67,5401
3576,891,5,14,100,1315
3577,5155,3,7,145,2299
3577,3898,4,13,194,2999
3578,665,3,7,21,3572
3579,3685,6,19,208,5311
3580,2596,3,7,101,1315
3581,2676,4,12,67,5401
3582,1397,6,17,222,7399
3583,3997,5,15,144,2204
3584,2051,2,5,2,2404
3585,3602,4,13,194,2999
3586,494,3,9,120,3605
3587,4293,1,3,2,2404
3588,4876,6,18,101,1315
3589,2500,3,7,145,2299
3590,4135,4,13,2,2404
3591,3359,4,11,184,7000
3592,144,3,10,29,7399
3593,1185,1,1,184,7000
3594,2486,6,17,21,3572
3594,145,3,10,117,5011
3595,4408,2,6,235,7000
3473,1665,4,12,232,7000
3474,1971,1,3,184,7000
3475,2058,6,17,19,3599
3475,1490,5,16,145,2299
3475,5438,1,2,293,7000
3476,2261,1,1,2,2404
3476,2970,6,18,144,2204
3477,591,5,14,252,7000
3478,2695,6,17,156,2399
3478,4209,5,16,160,2303
3479,1253,6,17,94,1315
3480,3798,3,8,267,7000
3481,2085,6,17,264,7000
3482,951,3,7,297,5400
3483,4317,5,16,94,1315
3484,1482,6,18,297,5400
3485,1286,6,18,194,2999
3485,2333,2,4,235,7000
3485,5228,2,6,145,2299
3485,2073,2,5,194,2999
3486,3476,3,8,178,2803
3487,5453,3,7,297,5400
3488,5368,5,16,165,2605
3489,487,6,19,267,7000
3490,4580,4,11,298,5400
3491,4515,2,6,145,2299
3492,4235,5,16,1,2404
3493,3188,6,19,267,7000
3494,3969,5,15,165,2605
3495,113,1,2,213,5309
3496,3078,5,15,69,1299
3497,333,1,3,144,2204
3498,3450,6,18,143,2203
3498,2864,6,19,300,7000
3499,5279,4,11,298,5400
3500,2682,5,15,144,2204
3501,5259,2,4,2,2404
3501,5259,2,4,2,2404
3502,856,1,2,248,7000
3503,1865,2,5,293,7000
3504,4948,4,12,24,3571
3505,2432,5,15,2,2404
3505,427,3,7,2,2404
3506,2545,6,17,235,7000
3507,635,5,14,100,1315
3507,1780,3,8,152,2308
3508,2304,1,1,156,2399
3508,2882,2,4,94,1315
3509,1032,4,11,69,1299
3510,4876,6,18,19,3599
3511,1087,5,14,53,5499
3512,502,2,6,2,2404
3512,3237,4,13,156,2399
3512,2294,2,4,145,2299
3513,851,2,6,156,2399
3514,585,3,7,69,1299
3515,4620,5,16,152,2308
3516,1024,2,6,146,2299
3517,4379,4,13,293,7000
3518,5003,5,14,298,5400
3519,671,3,10,2,2404
3519,785,5,15,88,1313
3520,4014,6,19,104,5213
3521,2231,6,17,94,1315
3522,2274,2,4,192,2999
3523,607,2,4,19,3599
3523,385,5,16,214,5307
3523,2283,2,4,144,2204
3523,1157,1,2,145,2299
3523,2104,1,1,172,2303
3523,2802,6,17,155,2309
3524,1023,4,11,216,2399
3524,4483,3,9,82,5404
3525,3308,6,18,291,7000
3526,3307,1,1,145,2299
3526,611,3,8,80,5404
3527,3996,4,13,235,7000
3528,841,4,11,216,2399
3529,4614,5,15,98,3699
3530,114,5,16,2,2404
3530,395,3,7,145,2299
3531,4842,5,15,252,7000
3532,4991,3,10,145,2299
3532,3919,1,3,169,2305
3533,2544,2,4,235,7000
3534,104,3,7,213,5309
3535,5314,1,2,297,5400
3536,5151,5,14,199,5707
3537,3220,5,15,184,7000
3545,1086,5,14,2,2404
3545,3517,5,15,267,7000
3545,28,2,5,194,2999
3546,4883,4,12,67,5401
3547,3646,6,19,94,1315
3548,1257,2,5,67,5401
3549,2631,5,15,2,2404
3549,253,3,7,2,2404
3549,4293,1,3,2,2404
3549,99,2,5,192,2999
3549,3685,6,19,192,2999
3550,5462,5,16,19,3599
3551,1081,1,1,227,7000
3552,4441,2,5,267,7000
3553,4088,5,14,2,2404
3553,4246,1,3,105,5213
3554,4625,5,16,2,2404
3555,5369,5,16,185,2604
3555,114,5,16,2,2404
3556,3782,5,16,155,2309
3556,3754,4,12,194,2999
3556,15,5,14,2,2404
3556,1325,4,11,272,7000
3556,5101,2,5,292,7000
3557,441,1,2,69,1299
3558,1987,2,6,1,2404
3559,2900,6,18,2,2404
3559,3658,5,16,2,2404
3559,366,2,5,235,7000
3559,3147,2,4,292,7000
3560,5365,6,18,292,7000
3561,1569,6,17,80,5404
3562,4960,3,9,293,7000
3563,5472,1,3,292,7000
3564,5043,6,19,129,3599
3565,4541,5,15,292,7000
3566,260,1,2,76,1212
3567,1641,1,3,103,5213
3568,4933,3,9,84,5499
3568,4024,3,9,145,2299
3569,677,4,11,298,5400
3768,3444,4,12,166,2605
3768,4713,2,6,273,7000
3768,3865,5,15,165,2605
3768,2202,5,15,166,2605
3768,1040,3,8,156,2399
3768,2778,1,1,249,7000
3768,4357,5,16,165,2605
3769,3818,3,7,170,2307
3769,3478,3,7,172,2303
3769,3052,3,9,144,2204
3769,4254,6,19,194,2999
3769,79,4,11,171,2308
3769,433,3,8,195,2999
3769,4279,6,19,168,2304
3769,18,3,9,187,2604
3770,4966,4,13,184,7000
3771,3878,5,14,194,2999
3864,2840,6,18,2,2404
3864,5300,5,15,69,1299
3865,3921,5,16,264,7000
3865,3264,4,13,300,7000
3866,4446,4,13,282,7000
3867,251,3,7,184,7000
3868,5215,2,4,293,7000
3897,4660,5,15,19,3599
3898,5345,6,17,82,5404
3899,1097,6,19,292,7000
3900,1070,2,4,143,2203
3901,2207,6,17,19,3599
3902,4539,6,0,19,3599
3903,2712,5,15,184,7000
3904,5335,2,5,12,3562
3905,3764,4,12,1,2404
3906,4011,5,16,2,2404
3906,1265,2,6,194,2999
3906,2200,5,15,283,7000
3907,4225,6,19,140,2099
3908,3539,3,9,144,2204
3909,475,6,0,292,7000
3910,173,3,10,192,2999
3911,3776,2,5,1,2404
3912,5319,2,5,1,2404
3913,2555,4,12,259,7000
3914,3068,4,12,248,7000
3915,3753,5,15,161,2399
3915,4247,1,3,144,2204
3916,3374,6,19,1,2404
3917,3877,1,3,2,2404
3918,4149,5,15,144,2204
3919,2752,2,5,2,2404
3920,400,4,11,194,2999
3921,2606,3,7,293,7000
3922,944,3,9,144,2204
3923,4819,4,12,292,7000
3924,5457,3,9,2,2404
3925,5100,2,4,292,7000
3926,320,3,9,291,7000
3926,2253,2,5,184,7000
3927,5083,2,6,66,5401
3928,3414,2,6,2,2404
3929,5336,2,5,292,7000
3930,2767,4,11,241,7000
3931,5202,3,9,2,2404
3931,5101,2,5,292,7000
3932,5237,6,19,272,7000
3933,4855,4,11,297,5400
3934,2790,1,3,144,2204
3934,3410,6,19,1,2404
3934,2260,6,17,152,2308
3934,3215,4,12,144,2204
3934,1252,3,8,152,2308
3935,5047,6,19,298,5400
3936,5337,2,5,292,7000
3937,3473,4,13,69,1299
3937,4097,6,19,88,1313
3938,4996,5,16,297,5400
3939,186,1,2,194,2999
3940,3239,2,6,2,2404
3940,4024,3,9,194,2999
3941,4909,2,4,292,7000
3942,3068,4,12,248,7000
3942,5469,2,5,293,7000
3943,4509,2,5,292,7000
3944,4676,5,14,298,5400
3945,1587,2,5,293,7000
3946,4396,3,7,298,5400
3947,4693,2,6,293,7000
3948,5212,2,5,292,7000
3949,2267,6,17,1,2404
3950,4902,2,6,1,2404
3951,4510,2,5,293,7000
3772,3550,2,5,113,3699
3772,2097,6,19,192,2999
3773,1502,4,12,1,2404
3774,3218,6,18,292,7000
3775,3713,6,19,130,5311
3776,2667,6,18,192,2999
3777,5097,2,5,293,7000
3778,5234,6,19,292,7000
3778,4509,2,5,293,7000
3779,3634,6,19,293,7000
3780,4700,2,5,2,2404
3781,4781,2,6,293,7000
3782,465,6,17,6,3532
3783,2194,5,15,252,7000
3784,2725,4,11,291,7000
3785,2940,4,12,230,7000
3785,3713,6,19,130,5311
3786,4207,3,7,99,1313
3787,4394,3,10,12,3562
3788,4087,6,19,259,7000
3789,1621,4,11,71,1299
3790,3280,4,13,58,4902
3791,2216,1,3,59,5005
3791,4181,1,3,161,2399
3791,3871,2,6,277,7000
3791,2424,6,17,158,2305
3791,117,2,5,250,2602
3791,53,3,9,264,7000
3792,4740,2,5,297,5400
3793,1247,6,18,82,5404
3794,3733,6,19,1,2404
3795,1732,4,12,100,1315
3795,2229,2,5,270,7000
3796,5365,6,18,293,7000
3797,1876,3,9,292,7000
3798,1907,4,11,69,1299
3799,3793,3,10,27,3599
3799,2791,2,5,184,7000
3800,1152,3,8,203,2999
3800,4260,6,19,291,7000
3800,3069,4,12,294,7000
3801,4752,6,19,297,5400
3802,4094,5,15,54,4801
3802,5073,5,15,298,5400
3803,2885,6,18,192,2999
3804,3084,6,18,76,1212
3805,5347,6,0,292,7000
3806,2310,1,1,257,7000
3807,1178,5,14,237,7000
3808,1178,5,14,252,7000
3809,5314,1,2,84,5499
3809,584,3,7,293,7000
3810,4699,2,5,293,7000
3811,4624,5,16,67,5401
3812,5097,2,5,292,7000
3813,1570,1,2,2,2404
3814,4624,5,16,67,5401
3815,1808,6,19,149,2506
3816,4827,4,11,2,2404
3817,4209,5,16,102,1310
3818,973,1,3,1,2404
3819,573,5,14,291,7000
3820,4049,3,9,264,7000
3820,1764,2,5,292,7000
3821,1323,2,6,293,7000
3821,5106,2,5,292,7000
3822,4939,4,13,248,7000
3823,3140,6,18,248,7000
3824,983,4,11,248,7000
3825,3280,4,13,252,7000
3825,3280,4,13,252,7000
3825,1062,5,14,251,7000
3826,3199,6,18,204,5212
3827,4736,2,6,66,5401
3828,2573,3,7,196,2999
3829,4804,3,9,272,7000
3830,2605,6,19,292,7000
3831,3280,4,13,185,2604
3831,2855,6,18,291,7000
3832,4384,2,5,219,7399
3832,2558,5,15,212,5212
3833,2127,5,15,2,2404
3834,4610,6,17,292,7000
3835,660,2,6,143,2203
3836,1240,2,4,255,7000
3837,3200,6,18,18,3564
3837,63,3,9,160,2303
3837,77,4,13,172,2303
3837,4278,3,10,194,2999
3838,3638,5,15,199,5707
3839,4713,2,6,211,4099
3840,2849,4,11,216,2399
3841,4238,6,19,1,2404
3842,5486,2,4,16,3560
3843,1085,5,14,235,7000
3843,998,5,14,266,7000
3843,4363,3,9,267,7000
3843,867,3,7,271,7000
3844,247,3,7,109,5007
3845,5250,2,4,185,2604
3846,5085,2,6,40,5012
3847,3978,5,16,291,7000
3847,4036,3,9,287,7000
3848,4959,3,9,235,7000
3849,3450,6,18,143,2203
3849,5190,2,4,272,7000
3850,4838,5,15,45,5299
3850,3847,5,15,293,7000
3851,2891,6,19,291,7000
3852,4105,5,15,2,2404
3852,4924,2,5,100,1315
3852,4108,5,15,261,7000
3852,3554,4,13,145,2299
3852,839,1,2,194,2999
3852,1251,2,6,145,2299
3852,1716,4,11,145,2299
3853,4659,5,15,237,7000
3854,2510,3,7,230,7000
3855,1354,3,8,2,2404
3855,1981,2,5,145,2299
3856,605,2,6,156,2399
3857,781,2,4,1,2404
3858,637,2,4,2,2404
3858,4211,5,16,249,7000
3859,2563,2,4,237,7000
3860,2080,1,3,152,2308
3861,3324,5,16,213,5309
3861,3430,6,18,145,2299
3862,4803,3,9,195,2999
3863,5362,5,16,211,4099
3863,4059,5,16,117,5011
3869,2733,5,15,2,2404
3869,428,2,4,2,2404
3869,949,3,7,145,2299
3870,1629,4,12,6,3532
3871,2233,2,4,267,7000
3872,3660,5,16,94,1315
3873,4659,5,15,80,5404
3874,1629,4,12,293,7000
3875,5207,1,2,294,7000
3876,3150,3,9,2,2404
3876,3615,6,19,2,2404
3876,2439,6,17,2,2404
3876,4171,3,9,161,2399
3876,1424,3,8,144,2204
3876,1424,3,8,2,2404
3876,3427,3,7,145,2299
3877,1225,3,8,69,1299
3878,3030,6,18,73,1299
3878,3130,6,18,266,7000
3879,1635,3,8,144,2204
3880,2160,6,17,156,2399
3881,1551,5,14,192,2999
3881,194,5,15,2,2404
3881,194,5,15,2,2404
3881,4985,3,9,264,7000
3881,1498,4,12,2,2404
3881,5178,1,3,272,7000
3881,1881,2,6,156,2399
3882,3551,1,3,184,7000
3883,2617,3,7,144,2204
3884,5373,6,18,207,4004
3885,4831,4,11,285,7000
3886,1543,2,5,266,7000
3887,4602,6,17,178,2803
3888,5194,2,5,84,5499
3889,458,5,14,192,2999
3889,3117,6,18,145,2299
3890,3882,6,19,293,7000
3891,1731,1,2,37,5202
3892,18,3,9,194,2999
3893,5250,2,4,100,1315
3894,5370,6,0,19,3599
3895,3775,4,12,267,7000
3896,4610,6,17,292,7000
3952,2987,6,18,145,2299
3952,3705,4,13,155,2309
3952,4890,6,18,156,2399
3953,2109,2,5,2,2404
3953,3695,4,13,165,2605
3953,4323,3,9,161,2399
3953,2836,3,9,145,2299
3953,2531,5,15,171,2308
3953,497,2,5,187,2604
3953,4148,5,15,145,2299
3953,2457,2,4,144,2204
3954,4494,2,5,1,2404
3955,4079,5,15,267,7000
3956,4838,5,15,21,3572
3956,2535,2,4,267,7000
3956,3911,5,14,300,7000
3957,4754,6,19,297,5400
3958,5347,6,0,292,7000
4042,1383,4,14,292,7000
4043,5267,2,5,292,7000
4044,3793,3,10,228,7000
4079,3313,5,16,2,2404
4080,2918,6,17,292,7000
4081,1320,6,18,144,2204
4082,4774,3,9,178,2803
4083,2913,6,0,219,7399
4084,1249,2,4,145,2299
4084,2497,3,10,293,7000
4085,279,1,3,194,2999
4086,389,1,2,2,2404
4086,3335,5,16,267,7000
4087,5346,6,17,19,3599
4088,169,5,15,293,7000
4089,1291,4,13,144,2204
4089,4237,5,16,267,7000
4090,4120,5,14,144,2204
4091,4978,3,10,292,7000
4092,588,3,10,292,7000
4093,1723,2,6,2,2404
4093,1723,2,6,2,2404
4093,2045,6,17,144,2204
4094,3051,5,15,298,5400
4095,604,4,11,122,3805
4096,3044,2,4,297,5400
4097,1033,3,8,1,2404
4098,2229,2,5,248,7000
4098,2925,5,16,291,7000
4099,4846,5,16,292,7000
4100,3280,4,13,287,7000
4101,294,3,10,292,7000
4102,5024,4,13,293,7000
4103,5280,4,13,298,5400
4104,3906,6,19,195,2999
4104,3420,5,16,144,2204
4104,888,2,6,144,2204
4105,3681,4,13,253,7000
4106,4986,3,9,298,5400
4107,2658,6,17,270,7000
4108,234,3,7,88,1313
4109,5230,1,3,1,2404
4110,3793,3,10,129,3599
4111,3524,5,16,152,2308
4112,1927,1,3,69,1299
4113,3752,5,16,293,7000
4114,3741,3,10,88,1313
4115,2194,5,15,95,1315
4116,604,4,11,205,5707
4117,4548,3,7,51,4805
4118,1611,1,2,145,2299
4119,2383,6,17,293,7000
4120,2829,1,1,293,7000
4121,1914,3,9,1,2404
3959,3280,4,13,303,7000
3960,4161,3,10,292,7000
3961,4932,3,7,292,7000
3962,3900,4,13,144,2204
3962,3079,6,18,116,7000
3962,2304,1,1,249,7000
3963,5088,6,17,80,5404
3964,5029,3,10,292,7000
3965,1417,3,8,2,2404
3965,4179,3,10,151,2501
3965,3029,6,17,194,2999
3965,2557,6,17,270,7000
3966,3921,5,16,302,7000
3967,4160,3,10,292,7000
3968,1615,5,14,1,2404
3969,1400,1,1,252,7000
3969,4238,6,19,1,2404
3970,4160,3,10,40,5012
3971,2930,4,13,243,7000
3972,5182,1,3,274,7000
3973,212,2,6,227,7000
3974,4634,5,16,292,7000
3975,1378,6,17,1,2404
3976,3167,5,16,2,2404
3976,3422,3,7,291,7000
3976,1178,5,14,287,7000
3976,1399,4,11,172,2303
3976,2551,4,12,186,2604
3976,514,2,4,2,2404
3976,774,3,7,171,2308
3976,3522,3,10,152,2308
3977,5054,5,14,297,5400
3977,2756,1,1,255,7000
3978,543,3,8,1,2404
3979,559,2,5,291,7000
3980,3648,5,16,292,7000
3981,749,3,10,297,5400
3982,1178,5,14,252,7000
3983,3565,4,12,59,5005
3984,1666,4,11,184,7000
3985,3566,6,19,158,2305
3986,1907,4,11,69,1299
3987,2465,2,4,155,2309
3987,3681,4,13,178,2803
3988,3713,6,19,204,5212
3988,5025,3,10,292,7000
3989,4136,5,16,178,2803
3990,5262,3,7,297,5400
3991,604,4,11,95,1315
3992,3681,4,13,130,5311
3993,5074,5,16,297,5400
3994,1540,4,11,293,7000
3995,724,2,4,178,2803
3995,1663,3,9,2,2404
3995,2233,2,4,237,7000
3995,3570,6,19,2,2404
3996,3823,2,5,144,2204
3997,4477,3,7,6,3532
3998,4980,3,10,292,7000
3999,1279,2,6,293,7000
4000,5378,5,16,292,7000
4001,3719,5,15,255,7000
4002,290,3,7,10,3532
4003,479,3,7,19,3599
4004,3199,6,18,252,7000
4005,1891,6,17,230,7000
4005,1178,5,14,252,7000
4006,2798,5,15,292,7000
4007,1282,4,12,172,2303
4007,2992,5,15,136,1602
4007,5168,2,4,88,1313
4007,4147,5,16,145,2299
4008,660,2,6,160,2303
4009,4693,2,6,165,2605
4009,1889,3,9,145,2299
4010,686,2,6,143,2203
4011,306,2,5,2,2404
4011,4660,5,15,292,7000
4012,710,3,10,292,7000
4013,1247,6,18,267,7000
4014,2496,6,17,207,4004
4015,3391,6,18,129,3599
4015,2302,6,17,172,2303
4015,4354,5,16,143,2203
4015,69,3,7,143,2203
4015,5062,5,16,67,5401
4015,5416,1,2,194,2999
4015,1130,2,6,257,7000
4016,2210,6,17,129,3599
4016,2093,6,17,237,7000
4017,377,3,7,10,3532
4018,4776,3,9,257,7000
4019,674,3,7,293,7000
4019,3273,1,1,155,2309
4020,1650,6,18,2,2404
4021,3811,1,3,248,7000
4022,2068,1,2,95,1315
4023,4731,2,6,19,3599
4024,2442,6,17,207,4004
4025,375,4,11,298,5400
4026,1067,4,12,291,7000
4026,1943,2,4,144,2204
4026,5230,1,3,248,7000
4026,1649,4,11,277,7000
4027,4652,5,0,66,5401
4028,4876,6,18,10,3532
4029,1863,1,3,1,2404
4030,4488,3,9,297,5400
4031,2861,3,9,161,2399
4032,1837,3,8,297,5400
4033,123,3,7,21,3572
4034,4876,6,18,10,3532
4035,308,1,2,143,2203
4035,50,2,6,274,7000
4035,443,3,7,192,2999
4035,2956,6,18,145,2299
4036,1209,5,14,298,5400
4037,577,2,5,172,2303
4037,2997,3,9,194,2999
4038,5208,6,18,292,7000
4039,3001,5,15,88,1313
4040,282,6,17,7,3582
4040,2745,5,15,171,2308
4041,3623,5,14,80,5404
4041,676,3,7,293,7000
4045,938,5,15,2,2404
4045,4104,5,15,2,2404
4045,2200,5,15,2,2404
4046,4297,3,9,192,2999
4047,702,3,8,21,3572
4048,2980,6,18,94,1315
4048,3128,3,9,144,2204
4049,1445,6,17,69,1299
4050,4659,5,15,137,5499
4051,5255,6,19,1,2404
4052,2036,2,5,82,5404
4053,2329,2,4,2,2404
4054,5479,5,16,80,5404
4055,18,3,9,69,1299
4056,5370,6,0,40,5012
4056,1370,2,6,291,7000
4057,2641,3,8,71,1299
4058,4514,2,6,297,5400
4059,3440,6,18,124,1315
4060,3660,5,16,94,1315
4061,4712,2,6,2,2404
4062,1324,2,5,16,3560
4062,4359,5,16,2,2404
4062,1311,6,17,2,2404
4062,2819,6,0,24,3571
4062,4593,6,17,207,4004
4063,379,3,7,32,5212
4064,2184,6,17,21,3572
4065,5361,6,19,298,5400
4066,252,3,9,194,2999
4067,417,3,8,194,2999
4068,4432,3,10,189,2399
4068,673,3,7,2,2404
4068,2179,6,17,207,4004
4068,816,4,11,266,7000
4069,5392,2,6,298,5400
4070,5483,6,17,2,2404
4070,2226,6,17,145,2299
4070,2296,2,4,145,2299
4070,817,6,18,155,2309
4071,5158,2,4,4,2999
4072,4111,3,9,67,5401
4073,2493,6,18,235,7000
4074,1601,3,8,194,2999
4075,2522,4,11,143,2203
4076,1919,3,9,297,5400
4077,3068,4,12,116,7000
4078,4667,4,13,298,5400
